building_id,pnu,longitude,latitude,footprint_area_m2,sigungu_code,legal_dong_name,lot_number,building_name,gis_use_name,underground_floor_count_gis,ground_floor_count_gis,underground_parking_status,underground_parking_confirmed,register_underground_floor_max,register_ground_floor_max,indoor_parking_slots_max,total_floor_area_max_m2,building_area_max_m2,parcel_area_max_m2,building_height_max_m,household_count_max,main_purpose_name,structure_name,approval_year_min,register_rows_on_parcel,register_evidence
2004304896503243351100000000,4725010200100770000,128.1703136,36.4142097,2078.7,47250,경상북도 상주시 성동동,77,,교육연구시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,10250.73,3457.68,18573.0,13.45,0.0,교육연구시설,철근콘크리트구조,2004,2,지하층은 있으나 옥내주차 근거 없음
1983305544473417684100000000,4725025021100360002,128.1799139,36.5712064,139.2,47250,경상북도 상주시 함창읍 구향리,36-2,,단독주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,244.365,98.19,0.0,0.0,0.0,단독주택,벽돌구조,1983,1,지하층은 있으나 옥내주차 근거 없음
1990304335553241169400000000,4725010200106260008,128.1640313,36.4123051,623.7,47250,경상북도 상주시 성동동,626-8,백합맨션,공동주택,1,6,UNDERGROUND_FLOOR_ONLY,0,1.0,6.0,0.0,3650.76,1214.91,0.0,0.0,48.0,공동주택,철근콘크리트구조,1990,2,지하층은 있으나 옥내주차 근거 없음
1997303307723264769100000000,4725013300104870000,128.152888,36.4336789,286.2,47250,경상북도 상주시 만산동,487,,숙박시설,1,4,UNDERGROUND_FLOOR_ONLY,0,1.0,4.0,0.0,985.86,217.58,0.0,16.2,0.0,숙박시설,철근콘크리트구조,1997,2,지하층은 있으나 옥내주차 근거 없음
1981305315233415609800000000,4725025021102000004,128.177325,36.5693628,223.8,47250,경상북도 상주시 함창읍 구향리,200-4,,제2종근린생활시설,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,301.41,0.0,0.0,0.0,0.0,제2종근린생활시설,철근콘크리트구조,1981,1,지하층은 있으나 옥내주차 근거 없음
1988305323233417475100000000,4725025021102920001,128.1774396,36.5710422,125.4,47250,경상북도 상주시 함창읍 구향리,292-1,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,88.83,78.75,0.0,0.0,0.0,단독주택,벽돌구조,1988,1,지하층은 있으나 옥내주차 근거 없음
1996125623922891604700000000,4715031023108090001,128.1746931,36.1001008,101.0,47150,경상북도 김천시 농소면 월곡리,809-1,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,103.64,95.42,201.0,4.3,0.0,단독주택,벽돌구조,1996,1,지하층은 있으나 옥내주차 근거 없음
1988308365393406438700000000,4725025030101680001,128.211264,36.5607591,128.0,47250,경상북도 상주시 함창읍 척동리,168-1,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,98.82,81.18,0.0,0.0,0.0,단독주택,벽돌구조,1988,1,지하층은 있으나 옥내주차 근거 없음
0000324628632907680300000000,4719011300101910001,128.3849141,36.1094402,2076.1,47190,경상북도 구미시 공단동,191-1,,공장,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,88127.98,29098.31,0.0,25.0,0.0,공장,철근콘크리트구조,1996,23,지하층은 있으나 옥내주차 근거 없음
1986305663873416876200000000,4725025021100520001,128.1812365,36.5704653,117.8,47250,경상북도 상주시 함창읍 구향리,52-1,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,100.04,84.08,380.0,0.0,0.0,단독주택,벽돌구조,1986,1,지하층은 있으나 옥내주차 근거 없음
1988305646733412655000000000,4725025022105730006,128.1809871,36.566664,134.5,47250,경상북도 상주시 함창읍 오동리,573-6,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,85.98,71.76,0.0,0.0,0.0,단독주택,벽돌구조,1988,1,지하층은 있으나 옥내주차 근거 없음
1989305827443415329600000000,4725025022106310005,128.1830424,36.5690539,112.4,47250,경상북도 상주시 함창읍 오동리,631-5,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,96.3,77.4,0.0,0.0,0.0,단독주택,벽돌구조,1989,1,지하층은 있으나 옥내주차 근거 없음
1987305665753416735800000000,4725025021100520006,128.1812555,36.5703385,119.3,47250,경상북도 상주시 함창읍 구향리,52-6,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,117.28,88.39,217.99,0.0,1.0,단독주택,벽돌구조,1987,1,지하층은 있으나 옥내주차 근거 없음
1984306127333414678400000000,4725025022107190001,128.1863827,36.5684337,185.9,47250,경상북도 상주시 함창읍 오동리,719-1,,단독주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,229.86,131.97,0.0,0.0,0.0,단독주택,벽돌구조,1984,1,지하층은 있으나 옥내주차 근거 없음
1993305970613417299900000000,4725025021100830018,128.1846682,36.5708128,87.2,47250,경상북도 상주시 함창읍 구향리,83-18,,단독주택,1,2,UNDERGROUND_FLOOR_ONLY,0,1.0,2.0,0.0,162.81,95.97,339.0,0.0,0.0,단독주택,벽돌구조,1993,1,지하층은 있으나 옥내주차 근거 없음
2019120944162899449800000000,4715011900105400001,128.1226518,36.1068002,2257.8,47150,경상북도 김천시 양천동,540-1,,업무시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,4.0,0.0,4093.62,1950.87,11122.0,17.1,0.0,업무시설,철근콘크리트구조,2019,2,지하층은 있으나 옥내주차 근거 없음
1988306230633423562100000000,4725025028107530000,128.1876589,36.576426,95.7,47250,경상북도 상주시 함창읍 윤직리,753,,단독주택,1,1,UNDERGROUND_FLOOR_ONLY,0,1.0,1.0,0.0,136.89,122.22,0.0,0.0,0.0,단독주택,벽돌구조,1988,13,지하층은 있으나 옥내주차 근거 없음
1985303901403252082500000000,4725010500101960000,128.1593378,36.4221846,415.0,47250,경상북도 상주시 냉림동,196,,숙박시설,1,3,UNDERGROUND_FLOOR_ONLY,0,1.0,3.0,0.0,1031.61,399.03,769.0,0.0,0.0,숙박시설,철근콘크리트구조,1985,1,지하층은 있으나 옥내주차 근거 없음
