underground_parking_status,underground_parking_evidence,floor_detail_rows_collected,indoor_parking_count,pnu,mgmBldrgstPk,platPlc,newPlatPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,bldNm,dongNm,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,etcPurps,ugrndFlrCnt,grndFlrCnt,indrMechUtcnt,indrMechArea,indrAutoUtcnt,indrAutoArea,oudrMechUtcnt,oudrMechArea,oudrAutoUtcnt,oudrAutoArea,useAprDay,crtnDay,archArea,atchBldArea,atchBldCnt,bcRat,block,bylotCnt,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,heit,hhldCnt,hoCnt,itgBldCert,itgBldGrade,lot,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,platArea,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,vlRat,vlRatEstmTotArea
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,2.0,4713036030100600017,12291100300871,경상북도 경주시 현곡면 오류리 60-17번지,경상북도 경주시 섭들2길 51-29 (현곡면 오류리),47130,36030,0,0060,0017,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,2,0,0,2,65.52,0,0,0,0,20170711,20221126,120.63,0,0,19.74,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,1,0,,8.4,0,0,0,,,36001,51,471304715666,29,0,611,20160126,1101,신축허가,5050223,건축과,2016,0,58,10,(철근)콘크리트,,0,,20160410,21,철근콘크리트구조,385.57,385.57,38.9,237.69
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,58.0,4713037026110200002,1229167611,경상북도 경주시 강동면 유금리 1020-2번지,경상북도 경주시 강동로 66-19 (강동면 유금리),47130,37026,0,1020,0002,벽산반도아파트,103동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,18,0,0,58,1771.31,0,0,130,1550.2,19961101,20251218,2911.31,1611.17,1,0,,5,0,0,,0,스라브,철근콘크리트벽식,0,0,,48.4,149,0,0,,,37001,66,471303305003,19,0,0,19940325,,,,,,22,326,10,(철근)콘크리트,,1,,19940600,21,철근콘크리트구조,14921.07,13309.88,0,12338.87
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,58.0,4713037026110200002,1229167612,경상북도 경주시 강동면 유금리 1020-2번지,경상북도 경주시 강동로 66-26 (강동면 유금리),47130,37026,0,1020,0002,벽산반도아파트,102동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,12,0,0,58,1771.31,0,0,130,1550.2,19961101,20251218,2911.31,1611.17,1,0,,5,0,0,,0,스라브,철근콘크리트벽식,0,0,,48.4,79,0,0,,,37001,66,471303305003,26,0,0,19940325,,,,,,4,323,10,(철근)콘크리트,,1,,19940600,21,철근콘크리트구조,9240.21,7628.59,0,7170.85
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,58.0,4713037026110200002,1229167613,경상북도 경주시 강동면 유금리 1020-2번지,경상북도 경주시 강동로 66-10 (강동면 유금리),47130,37026,0,1020,0002,벽산반도아파트,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택(아파트),1,18,0,0,58,1771.31,0,0,130,1550.2,19961101,20251218,2911.31,1611.17,1,0,,5,3,0,,0,스라브,철근콘크리트,0,0,,48.4,133,0,0,,,37001,66,471303305003,10,0,0,19940325,,,,,,1,324,10,(철근)콘크리트,,1,,19940600,21,철근콘크리트구조,15246.72,13635.55,0,13104.46
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,5.0,4713037026113510000,1000000000000001064470,경상북도 경주시 강동면 유금리 1351번지,경상북도 경주시 강동로 219 (강동면 유금리),47130,37026,0,1351,0000,,주건축물제1동,2,집합,3,표제부,0,주건축물,02000,공동주택,다세대주택,1,2,0,0,5,62.5,0,0,0,0,20230111,20230112,283.1,0,0,18.17,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,8.6,2,0,0,,,37001,219,471303305003,0,0,1558,20190613,1101,신축허가,5050223,건축과,2019,0,539,10,(철근)콘크리트,Ⅶ-0.199g,1,,20210827,21,철근콘크리트구조,656.59,656.59,24.81,386.49
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,1.0,4713037028101350000,12291100378033,경상북도 경주시 강동면 왕신리 135번지,경상북도 경주시 사라길 246 (강동면 왕신리),47130,37028,0,0135,0000,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,1,0,0,1,12.5,0,0,0,0,20201222,20221126,99.72,0,0,15.7,,0,0,0,,0,판넬,경량철골구조,1,0,,5.5,0,0,0,,,37001,246,471304715571,0,0,635,20200716,1201,신축신고,5050066,강동면,2020,0,1,90,기타지붕,VII-0.229g,1,,20200724,32,경량철골구조,129.21,129.21,15.26,96.87
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,2.0,4713038021111710007,1000000000000000734855,경상북도 경주시 천북면 물천리 1171-7번지,경상북도 경주시 옥동길 55-10 (천북면 물천리),47130,38021,0,1171,0007,,주건축물제1동,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,2,0,0,2,25,0,0,0,0,20221206,20221214,93.94,0,0,19.5708,,1,0,0,,0,(철근)콘크리트,철근콘크리트구조,1,0,,8.9,0,0,0,,,38001,55,471304715869,10,0,480,20181224,1101,신축허가,5050223,건축과,2018,0,1,10,(철근)콘크리트,,0,,20190121,21,철근콘크리트구조,316.08,316.08,32.425,155.64
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4713038024104310000,12291100265477,경상북도 경주시 천북면 성지리 431번지,,47130,38024,0,0431,0000,,,1,일반,2,일반건축물,1,부속건축물,01000,단독주택,단독주택,1,0,0,0,4,46,0,0,0,0,20151117,20221126,0,0,0,0,,1,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,2.7,0,0,0,,,,0,,0,0,1256,20140919,1201,신축신고,5050067,천북면,2014,0,178,10,(철근)콘크리트,,0,,20150511,21,철근콘크리트구조,60,60,0,0
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,45.0,4715010200100870000,1230134252,경상북도 김천시 용두동 87번지,경상북도 김천시 용암로 10 (용두동),47150,10200,0,0087,0000,,,1,일반,2,일반건축물,0,주건축물,07000,판매시설,"판매및영업시설,운동시설,제2종근린생활시설",2,1,0,0,45,2055,0,0,0,0,20000610,20251219,2169.47,0,0,65.85,,1,0,0,,0,슬라브,철근콘크리트조,0,0,,6,0,0,0,,,10201,10,471503306026,0,0,3294.5,19950725,,,,,,0,132,10,(철근)콘크리트,,0,,19951218,21,철근콘크리트구조,6954.92,6954.92,64.37,2120.59
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,21.0,4715010300101810004,1230137497,경상북도 김천시 모암동 181-4번지,경상북도 김천시 모암사랑1길 29 (모암동),47150,10300,0,0181,0004,한일상가아파트,,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,5,0,0,21,877.18,0,0,7,80.5,19920729,20221126,938.1,0,0,47.4,,0,0,0,,0,스라브,철근콘크리트,0,0,,16.05,50,12,0,,,10301,29,471504718312,0,0,1979.1,19910529,,,,,,0,682,10,(철근)콘크리트,,0,,19910702,21,철근콘크리트구조,4873.6,4873.6,198.53,3929.22
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,23.0,4715010500100150003,1230124482,경상북도 김천시 평화동 15-3번지,경상북도 김천시 구름다리5길 29 (평화동),47150,10500,0,0015,0003,한일목련아파트,,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,5,0,0,23,264.5,0,0,6,75.9,19920623,20251218,1010.715,0,0,37.87,,1,0,0,,0,스라브,철근콘크리트조,0,0,,15.3,60,0,0,,,10501,29,471504718108,0,0,2708,19910430,,,,,,0,96,10,(철근)콘크리트,,0,,19910516,21,철근콘크리트구조,6283.945,6283.945,177.74,4813.33
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,6.0,4715010500100400003,1230141762,경상북도 김천시 평화동 40-3번지,경상북도 김천시 자산로 135 (평화동),47150,10500,0,0040,0003,,,2,집합,3,표제부,0,주건축물,04000,제2종근린생활시설,"근린생활시설(일반음식점,소매점,미용원,헬스클럽), 교육연구시설(학원), 주차장, 주택",1,6,6,106.2,0,0,0,0,0,0,19941227,20221126,207.69,0,0,73.77,,1,0,0,,0,"스라브, 판넬","철근콘크리트조, 경량철골",0,0,,23.3,0,9,0,,,10505,135,471503306030,0,0,281.55,19930707,,,,,,0,190,10,(철근)콘크리트,,1,,19940221,21,철근콘크리트구조,1423.6,1423.6,435.31,1225.63
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,9.0,4715010500100670023,1230146939,경상북도 김천시 평화동 67-23번지,경상북도 김천시 평화장미3길 37 (평화동),47150,10500,0,0067,0023,한일장미상가빌라,,2,집합,3,표제부,0,주건축물,02000,공동주택,연립주택,1,4,0,0,9,446.76,0,0,1,11.5,19940629,20221126,487.055,9,1,59.32,,0,0,0,,0,스라브,"철근콘크리트조, 세멘트벽돌조",0,0,,13.91,20,0,0,,,10501,37,471504718886,0,0,821,19930205,,,,,,0,220,10,(철근)콘크리트,,0,,19930304,21,철근콘크리트구조,2031.155,2031.155,184.46,1514.44
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,9.0,4715010500100700032,1230129134,경상북도 김천시 평화동 70-32번지,경상북도 김천시 평화장미3길 53 (평화동),47150,10500,0,0070,0032,,,2,집합,3,표제부,0,주건축물,02000,공동주택,연립주택,1,4,0,0,9,177.08,0,0,0,0,20020128,20221126,271.62,0,0,54.65,,1,0,0,,0,콘크리트 평지붕,R.C 조,0,0,,15.6,12,0,0,,,10501,53,471504718886,0,0,497,20001208,,,,,,0,256,10,(철근)콘크리트,,0,,20001221,22,프리케스트콘크리트구조,1210.02,1210.02,207.84,1032.94
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,9.0,4715010500101460002,1230145125,경상북도 김천시 평화동 146-2번지,경상북도 김천시 김천로 51 (평화동),47150,10500,0,0146,0002,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,"제1,2종근린생활시설",1,6,0,0,9,103.5,0,0,0,0,19971224,20221126,285.17,0,0,87.85,,1,0,0,,0,슬라브,철근콘크리트조,0,0,,27.8,0,0,0,,,10502,51,471503306005,0,0,324.6,19970411,,,,,,1,439,10,(철근)콘크리트,,1,,19970500,21,철근콘크리트구조,1988.8,1988.8,612.69,1988.8
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,25.0,4715010500102450091,1230134721,경상북도 김천시 평화동 245-91번지,경상북도 김천시 평화5길 7 (평화동),47150,10500,0,0245,0091,신천지타운,,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,5,0,0,25,0,0,0,3,0,19910706,20221126,988.86,0,0,0,,0,0,0,,0,스라브,철근콘크리트조,0,0,,0,26,15,0,,,10501,7,471504718872,0,0,0,19901108,,,,,,0,857,10,(철근)콘크리트,,0,,,21,철근콘크리트구조,4879.96,4879.96,0,3764.7
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,11.0,4715010500102450096,1230140421,경상북도 김천시 평화동 245-96번지,경상북도 김천시 김천로 66 (평화동),47150,10500,0,0245,0096,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,"1종,2종근린생활시설",1,5,0,0,11,126.5,0,0,0,0,19990218,20221126,381.59,0,0,76.92,,0,0,0,,0,"슬라브, 판넬","철근콘크리트, 경량철골조(조립식)",0,0,,20,0,0,0,,,10502,66,471503306005,0,0,496.1,19970708,,,,,,1,861,10,(철근)콘크리트,,0,,19970728,21,철근콘크리트구조,1879.17,1879.17,292.87,1452.95
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,5.0,4715010500102450129,1230135006,경상북도 김천시 평화동 245-129번지,경상북도 김천시 김천로 62 (평화동),47150,10500,0,0245,0129,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,"업무시설,제2종근린생활시설,판매시설",1,8,0,0,5,57.5,0,0,2,23,19900516,20221126,0,0,0,0,,0,0,0,,0,스라브,철근콘크리트조,0,0,,0,0,0,0,,,10502,62,471503306005,0,0,0,19890410,,,,,,0,883,10,(철근)콘크리트,,1,,,21,철근콘크리트구조,2487.92,0,0,0
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4715010500102680004,1230130418,경상북도 김천시 평화동 268-4번지,경상북도 김천시 김천로 108-2 (평화동),47150,10500,0,0268,0004,,,1,일반,2,일반건축물,0,주건축물,04000,제2종근린생활시설,근린생활시설,1,6,8,90.4,0,0,0,0,2,36.8,19960823,20260318,322.54,0,0,78.04,,1,0,0,,0,슬라브,"철근콘크리트조, 시멘트블록조",0,0,,0,0,0,0,,,10502,108,471503306005,2,0,413.3,19950410,,,,,,0,1093,10,(철근)콘크리트,,1,,19950526,21,철근콘크리트구조,2093.92,2093.92,449.43,1857.5
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4715010600100500002,1230133531,경상북도 김천시 남산동 50-2번지,경상북도 김천시 김천로 154 (남산동),47150,10600,0,0050,0002,,,1,일반,2,일반건축물,0,주건축물,14000,업무시설,업무시설,1,3,0,0,8,92,0,0,19,218.5,19970327,20221126,661.695,0,0,28.45,,0,0,0,,0,스라브,철근콘크리트조,0,0,,18.95,0,0,0,,,10603,154,471503306005,0,0,2326.1,19951130,,,,,,0,355,10,(철근)콘크리트,,0,,19951130,21,철근콘크리트구조,2403.79,2403.79,75.42,1754.43
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,54.0,4715010700101290003,1230113278,경상북도 김천시 황금동 129-3번지,경상북도 김천시 양금로 196 (황금동),47150,10700,0,0129,0003,동보수정맨션,1동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,15,0,0,54,1403.06,0,0,134,1449,19930618,20240208,2024.135,0,0,0,,1,0,0,,0,스라브,"철근콘크리트조, 시멘트조적조",0,0,,41.4,270,0,0,,,10701,196,471503306023,0,0,0,19910709,,,,,,7,676,10,(철근)콘크리트,,1,,19910814,21,철근콘크리트구조,30842.58,30906.14,0,27437.15
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114945,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,102동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19970423,20260706,498.844,98.5,1,1.56,,0,2,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,86,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,0,229,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,17812.425,8640.364,27.38,8738.864
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114946,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,107동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19961220,20260706,5715.142,98.5,1,17.905,,0,0,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,132,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,23,223,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,22410.281,98140.72,41.63,13286.72
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114947,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,108동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19961220,20260706,5715.142,98.5,1,17.905,,0,0,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,148,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,23,224,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,20637.748,98140.72,36.23,11564.187
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114949,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,105동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19961220,20260706,5715.142,98.5,1,17.905,,0,0,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,88,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,23,225,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,17997.541,98140.72,27.96,8923.98
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114950,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,104동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19970423,20260706,755.286,98.5,1,2.37,,0,3,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,110,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,0,226,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,22759.421,13587.36,42.88,13685.86
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114951,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,103동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19970423,20260706,614.406,98.5,1,1.92,,0,3,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,132,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,0,227,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,19158.725,9986.664,31.6,10085.164
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114952,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19970423,20260706,766.92,98.5,1,2.4,,0,3,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,132,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,0,222,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,22410.281,13238.22,41.78,13336.72
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,265.0,4715010800103940003,1230114953,경상북도 김천시 신음동 394-3번지,경상북도 김천시 시청로 46 (신음동),47150,10800,0,0394,0003,현대아파트,106동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,22,0,0,265,0,0,0,435,0,19961220,20260706,5715.142,98.5,1,17.905,,0,0,0,,0,평스라브,"철근콘크리트조, 시멘트벽돌조",0,0,,60,132,0,0,,,10801,46,471503306048,0,0,31919,19940922,,,,,,23,228,10,(철근)콘크리트,,1,,19941005,21,철근콘크리트구조,19158.725,98140.72,31.6,10085.164
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,11.0,4715010800104710038,12301100236158,경상북도 김천시 신음동 471-38번지,경상북도 김천시 신음1길 29-11 (신음동),47150,10800,0,0471,0038,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,5,0,0,11,212.81,0,0,6,65.2,20151218,20221126,234.75,0,0,55.63,,0,0,0,,0,스라브,철근콘크리트,18,0,,15.9,0,4,0,,,10801,29,471504718589,11,0,422,20150203,1101,신축허가,5060167,종합민원처리과,2015,1,344,10,(철근)콘크리트,,1,,20150217,21,철근콘크리트구조,996.08,996.08,197.33,832.72
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4715010800104710039,12301100236039,경상북도 김천시 신음동 471-39번지,경상북도 김천시 신음1길 21 (신음동),47150,10800,0,0471,0039,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,5,0,0,10,264.53,0,0,5,57.5,20151214,20221126,213.78,0,0,59.72,,0,0,0,,0,스라브,콘크리트구조,12,0,,16.1,0,6,0,,,10801,21,471504718589,0,0,358,20150203,1101,신축허가,5060167,종합민원처리과,2015,0,345,10,(철근)콘크리트,,1,,20150216,21,철근콘크리트구조,995.79,995.79,214.43,767.65
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,9.0,4715010800104710057,12301100239099,경상북도 김천시 신음동 471-57번지,경상북도 김천시 신음1길 23-6 (신음동),47150,10800,0,0471,0057,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,5,0,0,9,259.28,0,0,4,46,20160401,20221126,202.95,0,0,59.69,,1,0,0,,0,스라브,콘크리트구조,16,0,,19.35,0,2,0,,,10801,23,471504718589,6,0,340,20150611,1101,신축허가,5060167,종합민원처리과,2015,1,358,10,(철근)콘크리트,,1,,20150811,21,철근콘크리트구조,998.87,998.87,213.59,726.22
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4715010800104710064,12301100239138,경상북도 김천시 신음동 471-64번지,경상북도 김천시 신음1길 23-10 (신음동),47150,10800,0,0471,0064,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,"단독주택,업무시설",1,5,0,0,8,87.7,0,0,9,103.5,20160404,20221126,208.06,0,0,58.61,,1,0,0,,0,스라브,철근콘크리트구조,19,0,,19.35,0,4,0,,,10801,23,471504718589,10,0,355,20150611,1101,신축허가,5060167,종합민원처리과,2015,1,362,10,(철근)콘크리트,,1,,20150629,21,철근콘크리트구조,925.84,925.84,211.39,750.44
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,6.0,4715010800106890001,12301100206879,경상북도 김천시 신음동 689-1번지,,47150,10800,0,0689,0001,제이클래식,102,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택,1,4,0,0,6,69,0,0,2,23,20120817,20221126,218.79,0,0,34.73,,1,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,15.05,8,0,0,,,,0,,0,0,630,20110304,1101,신축허가,5060122,종합민원처리과,2011,1,543,10,(철근)콘크리트,,1,,20110405,21,철근콘크리트구조,846.31,846.31,101.16,637.33
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,8.0,4715010800106890004,12301100205279,경상북도 김천시 신음동 689-4번지,,47150,10800,0,0689,0004,제이클래식105,,2,집합,3,표제부,0,주건축물,02000,공동주택,공동주택,1,4,0,0,8,92,0,0,0,0,20120531,20221126,222.56,0,0,52.74,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,0,0,,15.4,8,0,0,,,,0,,0,0,422,20110902,1101,신축허가,5060122,종합민원처리과,2011,1,546,10,(철근)콘크리트,,1,,20110920,21,철근콘크리트구조,841.66,841.66,151.13,637.75
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,10.0,4715010800107830009,1230142072,경상북도 김천시 신음동 783-9번지,경상북도 김천시 시청로 107 (신음동),47150,10800,0,0783,0009,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,"제1·2종근린생활시설, 단독주택",1,3,0,0,10,125,0,0,0,0,19980300,20240311,529,0,0,66.71,,0,0,0,,0,스라브,"철근콘크리트, 경량철골조, 시멘트벽돌조",1,0,,13.5,0,0,0,,,10801,107,471503306048,0,0,793,19970524,,,,,,0,602,10,(철근)콘크리트,,0,,19970714,21,철근콘크리트구조,1844.45,1844.45,149.05,1181.95
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,14.0,4715010800109890010,12301100210263,경상북도 김천시 신음동 989-10번지,경상북도 김천시 시청로 79 (신음동),47150,10800,0,0989,0010,,,1,일반,2,일반건축물,0,주건축물,03000,제1종근린생활시설,"제1,2종근린생활시설",1,7,0,0,14,166,0,0,4,46,20130405,20221229,442.12,0,0,69.63,,0,0,0,,0,평스라브,철근콘크리트구조,0,0,,34.75,0,0,0,,,10801,79,471503306048,0,0,635,20120410,1101,신축허가,5060122,종합민원처리과,2012,1,754,10,(철근)콘크리트,,1,,20120516,21,철근콘크리트구조,3494.8,3494.8,483.12,3067.8
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,4.0,4715010800110190003,12301100233621,경상북도 김천시 신음동 1019-3번지,경상북도 김천시 신양길 42 (신음동),47150,10800,0,1019,0003,,,1,일반,2,일반건축물,0,주건축물,01000,단독주택,단독주택,1,4,0,0,4,55.62,0,0,4,46,20150909,20221126,173.16,0,0,58.9,,0,0,0,,0,(철근)콘크리트,철근콘크리트구조,10,0,,14.65,0,0,0,,,10801,42,471504718583,0,0,294,20150313,1101,신축허가,5060167,종합민원처리과,2015,0,900,10,(철근)콘크리트,,1,,20150318,21,철근콘크리트구조,739.83,739.83,198.41,583.32
CONFIRMED_BASEMENT_PARKING_USE,층별개요 지하층(flrGbCd=10)의 용도에 주차장 포함,True,93.0,4715010800112730000,123016581,경상북도 김천시 신음동 1273번지,경상북도 김천시 시청6길 27 (신음동),47150,10800,0,1273,0000,덕일아파트,101동,2,집합,3,표제부,0,주건축물,02000,공동주택,아파트,1,13,0,0,93,1069.5,0,0,70,805,19931129,20230413,1097.55,2675.6,3,0,,0,0,0,,0,"스라브, 스라브위기와, 스레이트","철근콘크리트조, 시멘트벽돌조, 시멘트벽돌조(적벽돌)",8,0,,0,104,8,0,,,10801,27,471504718555,0,0,0,19920803,,,,,,4,1049,10,(철근)콘크리트,,1,,19920819,21,철근콘크리트구조,10783.15,10783.15,0,8208.27
