objectid,SHAPE__Area,SHAPE__Length,fldn_area,fldn_bgng_tm,fldn_bgng_ymd,fldn_cs_dtl_nm,fldn_dowa,fldn_dst_nm,fldn_end_tm,fldn_end_ymd,fldn_grade,fldn_yr,sn,stdg_ctpv_cd,stdg_sgg_cd
332,30067.6703602,951.5280645525552,591725,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.21,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,17,47,47130
333,22269.61700706,647.523745308819,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,68,47,47130
334,2378.26320787,198.38577743566978,47274,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.68,2002년도 제 15호태풍 루사 집중호우,0000,20020901,4,2002,212,47,47130
335,2853.404676615,241.7724413023408,541340,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",0.61,2002년도 제 15호태풍 루사 집중호우,0000,20020901,2,2002,190,47,47130
336,5628.88326294,327.4551618041529,421755,1600,20020831,"농경지 침수 및 농작물 피해, 하우스 파손",1.28,2002년도 제 15호태풍 루사 집중호우,0000,20020901,3,2002,78,47,47130
1392,19434.0246628,587.8298240316418,197,0700,20210824,내수침수,0.5,12호 태풍 오마이스,1200,20210824,2,2021,9079,47,47900
1393,18372.655455825,542.7519231277488,12363,0700,20210824,내수침수,0.5,12호 태풍 오마이스,1200,20210824,2,2021,9080,47,47900
4795,7583.826950225,448.4118118584948,17616,1500,20120917,저지대침수,0.831,16호태풍산바,1900,20120917,2,2012,1091,47,47190
5352,25577.43664556,1895.0709316435498,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.65,2008년도  집중호우,0000,20080726,4,2008,381,47,47920
5353,17996.425737105,699.0776173469814,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.4,2008년도  집중호우,0000,20080726,3,2008,335,47,47920
5354,21851.643879885,1072.9446307519847,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.21,2008년도  집중호우,0000,20080726,3,2008,325,47,47920
5355,3641.15975722,331.2870903214467,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.7,2008년도  집중호우,0000,20080726,4,2008,322,47,47920
5356,4883.1878488,303.15149054756915,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.5,2008년도  집중호우,0000,20080726,4,2008,266,47,47920
5357,7122.044042725,443.87751140378134,21670,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.14,2008년도  집중호우,0000,20080726,3,2008,392,47,47920
5358,10737.688792515,725.7910894119022,21670,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.76,2008년도  집중호우,0000,20080726,2,2008,389,47,47920
5359,17604.562908255,1110.6249388128422,11060,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.03,2008년도  집중호우,0000,20080726,3,2008,390,47,47920
5360,15552.87587189,835.010085123232,21670,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.45,2008년도  집중호우,0000,20080726,1,2008,391,47,47920
5565,10789.05731386,944.4303488759007,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.53,2008년도  집중호우,0000,20080726,2,2008,298,47,47920
5566,2789.239212465,250.69049053444695,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.75,2008년도  집중호우,0000,20080726,2,2008,373,47,47920
5567,3720.939148935,326.9221127765198,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.13,2008년도  집중호우,0000,20080726,3,2008,349,47,47920
5568,7360.25264247,394.03281376514553,23963,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.24,2008년도  집중호우,0000,20080726,3,2008,360,47,47920
5569,2803.14573159,277.7725042953073,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.55,2008년도  집중호우,0000,20080726,2,2008,363,47,47920
5570,16085.74479521,669.3565903679681,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.73,2008년도  집중호우,0000,20080726,2,2008,284,47,47920
5571,12633.85462239,1198.9079772808263,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.5,2008년도  집중호우,0000,20080726,4,2008,326,47,47920
5572,3072.249230475,317.23586487122003,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.2,2008년도  집중호우,0000,20080726,3,2008,315,47,47920
5586,19862.350102155,716.1167264205352,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.61,2008년도  집중호우,0000,20080726,2,2008,311,47,47920
5587,10346.465934645,737.815838395362,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.96,2008년도  집중호우,0000,20080726,5,2008,290,47,47920
5588,59408.782689885,1109.1858665757409,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.77,2008년도  집중호우,0000,20080726,2,2008,334,47,47920
5589,24736.89383758,1698.7340675426778,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.75,2008년도  집중호우,0000,20080726,2,2008,300,47,47920
5590,16569.17989095,564.0288062018648,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.87,2008년도  집중호우,0000,20080726,2,2008,351,47,47920
5633,48500.665560535,1331.0698915243106,21670,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.77,2008년도  집중호우,0000,20080726,2,2008,262,47,47920
5634,19136.116334725,1196.5195815374732,106110,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.95,2008년도  집중호우,0000,20080726,2,2008,264,47,47920
5635,11343.1310259,631.9031589471987,106110,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.83,2008년도  집중호우,0000,20080726,2,2008,261,47,47920
5636,10601.51933012,1068.7166008825307,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.04,2008년도  집중호우,0000,20080726,3,2008,379,47,47920
5637,16328.68359276,513.398873523644,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.17,2008년도  집중호우,0000,20080726,3,2008,388,47,47920
5638,6792.821277905,454.27084206352635,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.5,2008년도  집중호우,0000,20080726,4,2008,345,47,47920
5639,2879.320497675,233.4931028948712,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.44,2008년도  집중호우,0000,20080726,1,2008,303,47,47920
5640,7076.45445332,544.9162073606823,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.55,2008년도  집중호우,0000,20080726,2,2008,321,47,47920
5641,143.2874763,70.8210981894774,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.8,2008년도  집중호우,0000,20080726,4,2008,359,47,47920
5642,18263.916020245,1329.7631222742216,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.85,2008년도  집중호우,0000,20080726,2,2008,302,47,47920
5643,3726.832257935,386.3781702171893,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.65,2008년도  집중호우,0000,20080726,2,2008,367,47,47920
5671,62961.002400805,1850.3625414949,21670,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.56,2008년도  집중호우,0000,20080726,4,2008,259,47,47920
5672,23295.28864268,858.8225390547199,106110,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.75,2008년도  집중호우,0000,20080726,2,2008,265,47,47920
5673,17046.87497742,1391.9645514405495,106110,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.43,2008년도  집중호우,0000,20080726,1,2008,263,47,47920
5674,80046.53385238,1611.19151054689,106110,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.47,2008년도  집중호우,0000,20080726,1,2008,260,47,47920
5675,8338.033986355,659.2927968049805,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.7,2008년도  집중호우,0000,20080726,4,2008,336,47,47920
5676,19068.94779628,1002.853235109285,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.46,2008년도  집중호우,0000,20080726,1,2008,383,47,47920
5677,5332.076487425,415.5140687363747,30604,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.46,2008년도  집중호우,0000,20080726,1,2008,292,47,47920
5678,4878.28273093,376.53830382536717,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.85,2008년도  집중호우,0000,20080726,4,2008,329,47,47920
5679,590.424270295,159.244380346276,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.8,2008년도  집중호우,0000,20080726,4,2008,350,47,47920
5680,23738.027647125,1230.5594831604208,45906,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.72,2008년도  집중호우,0000,20080726,2,2008,361,47,47920
5681,5768.846783025,344.2525603435043,23963,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.3,2008년도  집중호우,0000,20080726,3,2008,283,47,47920
5682,8777.632457285,596.7807240599155,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.25,2008년도  집중호우,0000,20080726,3,2008,353,47,47920
5705,24132.386937215,1500.2883930920862,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.8,2008년도  집중호우,0000,20080726,2,2008,355,47,47920
5706,2881.96946796,250.19783128943868,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.35,2008년도  집중호우,0000,20080726,3,2008,387,47,47920
5707,7079.50990784,629.2475334750143,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.3,2008년도  집중호우,0000,20080726,3,2008,268,47,47920
5708,4617.087727775,371.0249296732951,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.25,2008년도  집중호우,0000,20080726,3,2008,307,47,47920
5709,7379.988653725,369.46527571812624,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.67,2008년도  집중호우,0000,20080726,2,2008,295,47,47920
5710,85401.09595858,2166.8068191985503,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.68,2008년도  집중호우,0000,20080726,2,2008,327,47,47920
5711,23667.78206029,1950.5551477006413,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.45,2008년도  집중호우,0000,20080726,3,2008,286,47,47920
5712,8607.60943743,696.2409711174452,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.5,2008년도  집중호우,0000,20080726,2,2008,352,47,47920
5713,9185.09771702,470.84386871842656,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.3,2008년도  집중호우,0000,20080726,5,2008,313,47,47920
5714,1056.577540875,162.81355763338945,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.7,2008년도  집중호우,0000,20080726,5,2008,282,47,47920
5715,29021.03155481,1753.5109126285806,30604,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.39,2008년도  집중호우,0000,20080726,3,2008,320,47,47920
5735,16886.33127419,654.3292985707802,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.76,2008년도  집중호우,0000,20080726,2,2008,340,47,47920
5736,781.138696895,179.63183844974708,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.76,2008년도  집중호우,0000,20080726,2,2008,305,47,47920
5737,1391.464116655,152.43887142253,23963,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.55,2008년도  집중호우,0000,20080726,2,2008,314,47,47920
5738,3812.823580725,582.1751136792375,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.16,2008년도  집중호우,0000,20080726,3,2008,276,47,47920
5739,3741.30898469,357.9213234751675,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.34,2008년도  집중호우,0000,20080726,5,2008,377,47,47920
5740,145538.758200135,2168.9077923894265,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.5,2008년도  집중호우,0000,20080726,2,2008,312,47,47920
5741,719.690621295,112.60872634612895,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.37,2008년도  집중호우,0000,20080726,1,2008,310,47,47920
5742,2879.1421513,309.4514817348015,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.64,2008년도  집중호우,0000,20080726,5,2008,293,47,47920
5743,1596.54769605,249.26332011701763,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.75,2008년도  집중호우,0000,20080726,5,2008,330,47,47920
5744,11798.890015905,479.4099479336871,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.35,2008년도  집중호우,0000,20080726,1,2008,357,47,47920
5745,5580.19755264,377.85703927185983,23963,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.42,2008년도  집중호우,0000,20080726,1,2008,337,47,47920
5746,6101.633802405,593.8672506415187,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.82,2008년도  집중호우,0000,20080726,2,2008,386,47,47920
5747,587.20343817,148.5198317870827,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.94,2008년도  집중호우,0000,20080726,5,2008,370,47,47920
5748,22372.989718655,1220.137864154895,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2,2008년도  집중호우,0000,20080726,5,2008,308,47,47920
5749,30461.370977385,1091.726061402663,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.16,2008년도  집중호우,0000,20080726,3,2008,356,47,47920
5778,9248.699197115,1081.629957660756,30604,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.91,2008년도  집중호우,0000,20080726,4,2008,287,47,47920
5779,2078.107421385,221.58388882758427,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.5,2008년도  집중호우,0000,20080726,5,2008,319,47,47920
5780,19601.420936935,1241.6940940029815,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.78,2008년도  집중호우,0000,20080726,4,2008,277,47,47920
5781,4406.242562445,619.3840098509263,30604,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.12,2008년도  집중호우,0000,20080726,3,2008,318,47,47920
5782,9268.68969242,484.4385648905479,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.98,2008년도  집중호우,0000,20080726,2,2008,374,47,47920
5783,17121.49171701,837.640451691894,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.73,2008년도  집중호우,0000,20080726,2,2008,378,47,47920
5784,2998.819578575,313.3917578252526,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.38,2008년도  집중호우,0000,20080726,3,2008,364,47,47920
5785,7461.08538497,580.3181807267563,23963,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.34,2008년도  집중호우,0000,20080726,1,2008,333,47,47920
5786,4730.1955984,309.1617726108219,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.64,2008년도  집중호우,0000,20080726,2,2008,331,47,47920
5787,42872.81066969,2188.256585324624,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.75,2008년도  집중호우,0000,20080726,2,2008,269,47,47920
5788,27211.226348945,1228.134692888403,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.5,2008년도  집중호우,0000,20080726,2,2008,369,47,47920
5824,9467.44704092,511.43678305107227,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.48,2008년도  집중호우,0000,20080726,1,2008,279,47,47920
5825,14473.63650138,1380.5609360968037,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.36,2008년도  집중호우,0000,20080726,1,2008,281,47,47920
5826,34863.105738135,968.2976782484643,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.79,2008년도  집중호우,0000,20080726,2,2008,354,47,47920
5827,3829.295772775,462.4246316182062,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.85,2008년도  집중호우,0000,20080726,2,2008,291,47,47920
5828,25569.09640889,1015.69364087122,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.66,2008년도  집중호우,0000,20080726,2,2008,288,47,47920
5829,53144.263146775,3321.256141130018,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.83,2008년도  집중호우,0000,20080726,2,2008,294,47,47920
5830,31406.35112255,1201.1842602708978,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.3,2008년도  집중호우,0000,20080726,3,2008,368,47,47920
5831,19772.566814625,806.495087864197,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.72,2008년도  집중호우,0000,20080726,2,2008,301,47,47920
5857,59212.41497756,3237.353308536408,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.54,2008년도  집중호우,0000,20080726,4,2008,365,47,47920
5858,9864.57715376,639.656039864055,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.79,2008년도  집중호우,0000,20080726,2,2008,289,47,47920
5859,1437.12358426,270.3734397484524,45906,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.1,2008년도  집중호우,0000,20080726,3,2008,297,47,47920
5860,11466.318281775,1066.129255461977,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.45,2008년도  집중호우,0000,20080726,3,2008,384,47,47920
5861,2085.84639295,222.18517806680742,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.71,2008년도  집중호우,0000,20080726,5,2008,285,47,47920
5862,7779.833659325,531.9276529869394,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.88,2008년도  집중호우,0000,20080726,2,2008,347,47,47920
5863,31428.86403615,887.1395521593116,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.64,2008년도  집중호우,0000,20080726,2,2008,304,47,47920
5864,7320.876010005,517.470805117257,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.2,2008년도  집중호우,0000,20080726,3,2008,380,47,47920
5865,5346.45443174,649.8716345191747,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.48,2008년도  집중호우,0000,20080726,3,2008,267,47,47920
5866,25089.383574385,772.3365707565285,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.46,2008년도  집중호우,0000,20080726,1,2008,358,47,47920
5867,33925.723504355,1156.711170888039,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.79,2008년도  집중호우,0000,20080726,4,2008,323,47,47920
5988,26443.9466102,1043.8313479569274,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.85,2008년도  집중호우,0000,20080726,2,2008,299,47,47920
5989,560.607122335,105.88652168018352,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.85,2008년도  집중호우,0000,20080726,2,2008,274,47,47920
5990,16597.55147026,857.680777792287,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.5,2008년도  집중호우,0000,20080726,4,2008,362,47,47920
6763,5186.53657127,458.9884885434729,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.65,2008년도  집중호우,0000,20080726,4,2008,343,47,47920
6781,3761.09359528,413.7271110768273,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.45,2008년도  집중호우,0000,20080726,5,2008,309,47,47920
6782,1194.04435919,297.0184164474474,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.58,2008년도  집중호우,0000,20080726,2,2008,271,47,47920
6783,19438.94820493,1049.538027421035,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.2,2008년도  집중호우,0000,20080726,3,2008,342,47,47920
6784,18505.778246935,605.6236248591592,45906,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.84,2008년도  집중호우,0000,20080726,2,2008,371,47,47920
6787,17760.44852013,842.5239967601357,45906,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.52,2008년도  집중호우,0000,20080726,4,2008,306,47,47920
6788,1570.02692315,244.47468851766317,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.1,2008년도  집중호우,0000,20080726,5,2008,317,47,47920
6789,7501.68575754,607.3719615533424,112795,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2.39,2008년도  집중호우,0000,20080726,5,2008,346,47,47920
6790,971.30582594,398.50987051567114,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.18,2008년도  집중호우,0000,20080726,3,2008,296,47,47920
6791,160673.758846775,1961.7252358487726,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.96,2008년도  집중호우,0000,20080726,2,2008,339,47,47920
6792,7400.382059115,494.00910476306564,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.62,2008년도  집중호우,0000,20080726,2,2008,280,47,47920
6793,2225.50039434,349.44457583129963,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.85,2008년도  집중호우,0000,20080726,2,2008,385,47,47920
6794,4946.355913795,341.12380119137043,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.32,2008년도  집중호우,0000,20080726,1,2008,366,47,47920
6795,18823.77912407,759.115502517304,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.54,2008년도  집중호우,0000,20080726,2,2008,372,47,47920
6796,1183.143103025,149.28707579658254,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,2,2008년도  집중호우,0000,20080726,5,2008,332,47,47920
6797,2208.24028278,248.81324759662115,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.3,2008년도  집중호우,0000,20080726,3,2008,344,47,47920
6819,32766.965538285,1358.6253295097385,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.9,2008년도  집중호우,0000,20080726,4,2008,341,47,47920
6820,5891.11746221,365.2855579001001,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.58,2008년도  집중호우,0000,20080726,2,2008,275,47,47920
6833,11231.070825555,767.9835777904218,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.21,2008년도  집중호우,0000,20080726,1,2008,316,47,47920
6821,104952.678960815,2286.2384263283634,257929,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.41,2008년도  집중호우,0000,20080726,1,2008,376,47,47920
6822,44247.774567635,1267.1622505638925,99600,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.37,2008년도  집중호우,0000,20080726,3,2008,270,47,47920
6823,1938.66968208,249.93853772677528,263190,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,1.5,2008년도  집중호우,0000,20080726,4,2008,382,47,47920
6824,52136.025457535,2070.851983037998,212792,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.95,2008년도  집중호우,0000,20080726,2,2008,375,47,47920
6825,6061.15640602,639.9865662216669,307379,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.9,2008년도  집중호우,0000,20080726,2,2008,328,47,47920
6830,13706.65829511,825.20962224532,45906,1600,20080724,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로,0.76,2008년도  집중호우,0000,20080726,2,2008,348,47,47920
